"education_id","title","description","date_range","candidate_id"
49253,"Centro Universitario Frances Hidalgo","Marketing, Mercadotecnia","2004 – 2008",23905
49254,"EduMac","Diplomado, Diseño gráfico","2015 – 2016",23905
49255,"Platzi","marketing, Marketing","2019 – 2020",23905
49259,"IGTI","Master of Business Administration - MBA, Software Architecture","2017 – 2018",23907
49260,"Universidade Norte do Paraná","Tecnologyst, Analysis and Systems Development","2012 – 2015",23907
49339,"Universidad Argentina 'John F. Kennedy'","Licenciatura en Sistemas de Información","2011 – 2015",23933
49340,"Colegio La Salle, Florida","Técnico en Electrónica","1995 – 2000",23933
49633,"Universidad Nacional Autónoma de México","Licenciatura en Psicología, Psicología","2007 – 2012",24064
49634,"TecMilenio","Bachillerato, General","2003 – 2006",24064
49681,"Universidad Autónoma del Noreste","Bachelor's degree, Psychology","2012 – 2016",24085
49835,"Universidad de Los Andes","Master’s Degree, Magíster en Ingeniería Electrónica y de Computadores","2011 – 2013",24163
49836,"Universidad Pontificia Bolivariana","Electronics Engineer, Ing. Electrónico","2004 – 2009",24163
50524,"University of Informatics Sciences","Bachelor of Science in Engineering, Computer Software Engineering","2002 – 2007",24487
49579,"Universidad Distrital Francisco José de Caldas","Especialista en Ingeniería de Software, Ingeniería de software","2015 – 2016",24042
49580,"MongoDB University","M101J: MongoDB for Java Developers, NoSQL Databases","2016 – 2016",24042
49581,"Open2Study","Introduction to Enterprise Architecture, Enterprise Architecture","2016 – 2016",24042
49582,"Fundación de egresados Universidad Distrital","Scrum Master SCM","2014 – 2014",24042
49583,"Escuela Colombiana de Ingeniería 'Julio Garavito'","Information Systems Development in JEE5, Ingeniería de software","2008 – 2008",24042
49584,"RCCS Red Colombiana de Calidad de Software","Process Areas DAR, MA, SAM for Capability Maturity Model Integration CMMI, Ingeniería de software","2008 – 2008",24042
49585,"Universidad Distrital Francisco José de Caldas","Specialization in Software Engineering, Software Engineering","2015",24042
49586,"Universidad Distrital Francisco José de Caldas","Ingeniero de Sistemas, Systems Engineering","",24042
49587,"Universidad Nacional de Colombia","Diplomado Machine learning and data science, Machine Learning","2018 – 2018",24042
50525,"Science Institute Ernesto Guevara","Bachelor of Science","1999 – 2002",24487
50628,"Fundação Getulio Vargas / FGV","Master of Business Administration (MBA), Project Management","2012 – 2013",24532
50629,"Rizvi International Schools","Proficient, English Language and Literature, General","2017 – 2019",24532
50630,"Universidade Federal de Viçosa","Bachelor, Computer Science","2005 – 2009",24532
50634,"Universidad de Buenos Aires / UBA","Licenciatura en Sistemas de Información de las Organizaciones, Económicas","2003 – 2013",24534
50635,"Instituto Tecnológico de Buenos Aires","Diplomatura en Big Data, Tecnología informática/Tecnología de sistemas informáticos","2019 – 2019",24534
50640,"Instituto Tecnológico de Aeronáutica - ITA","Bacharelado, Engenharia Eletrônica","2009 – 2015",24538
50641,"Universidade Federal de Campina Grande","PhD candidate, Deep Learning","2019 – 2023",24539
50642,"Universidade Federal da Paraíba","Master of Science (M.Sc.), Ciência da Computação","2014 – 2015",24539
50643,"Universidade Federal da Paraíba","Graduado, Ciência da Computação","2009 – 2014",24539
50644,"Universidad de Buenos Aires","Especialiazción en Tecnología de Telecomunicaciones, Telecommunications","2010 – 2013",24540
50645,"Universidad Pedagógica y Tecnológica de Colombia","Bachelor of Engineering - BE, Electrical and Electronics Engineering","2001 – 2007",24540
50646,"Universidad Tecnológica Nacional","Information Systems Engineering","2012 – 2019",24541
50647,"Instituto Jose Hernandez","Bachelor in Humanities and Social Sciences, Humanities/Human Studies","2010 – 2011",24541
50648,"Instituto Juan Salvador Gaviota","Bachelor in Humanities y Social Sciences, Humanities/Human Studies","2006 – 2010",24541
50649,"Escuela Argentina de Negocios","Degree in Information Technology, Information Technology/Computer Systems Technology","2019 – 2023",24542
50650,"E.E.S.T N° 1 Muñiz","Personal and Professional Computer Technician","2009 – 2011",24542
50652,"Universidad del Valle de Mexico","Master of Business Administration (M.B.A.), Master Business Administrator","2006 – 2008",24544
50653,"Instituto Tecnológico de Hermosillo","Bachelor's degree, Computer System Engineer","2000 – 2005",24544
51450,"Universidade do Estado de Santa Catarina","Bacharelado, Ciência da Computação","2009 – 2014",24892
51451,"The University of Texas at Austin","Research internship, Compiladores","2012 – 2013",24892
52688,"Universidade Estadual de Campinas","Engenharia Mecânica, Mecânica dos Sólidos/Mecânica Computacional","2010 – 2015",25423
52374,"Universidade Estadual Paulista Júlio de Mesquita Filho","Bachelor of Engineering - BE, Environmental Engineering Technology/Environmental Technology","2012 – 2019",25306
52689,"Reforge","Retention + Engagement Deep Dive","2021 – 2021",25423
52690,"Reforge","Product Strategy","2021 – 2021",25423
52691,"Tera_","Digital Product Leadership Bootcamp, Product Management","2017 – 2017",25423
52940,"Universidad de Costa Rica","Master's degree, Computer Science","2017 – 2021",25524
52941,"Instituto Tecnológico de Costa Rica","Bachelor's degree, Computer Engineering","2013 – 2016",25524
53442,"Universidad Nacional de Rosario","Contador Publico, Contabilidad","2009 – 2016",25712
53115,"Universidad ORT Uruguay","Lic. en Sistemas","2010",25597
53116,"University of Cambridge","First Certificate in English","2009 – 2009",25597
53117,"Universidad del Rosario","Diplomado, ANÁLISIS DE DATOS CON SOFTWARE ESTADÍSTICO R","2020 – 2020",25598
53118,"Universidad de Los Llanos","Ingeniero de Sistemas, Engineering","2006 – 2011",25598
53125,"Instituto Infnet","Graduação, Análise e Desenvolvimento de Sistemas","2018 – 2021",25603
53126,"Escola de Formação de Oficiais da Marinha Mercante","Bacharel em Ciências Náuticas, Ênfase em Máquinas","2007 – 2009",25603
53127,"Universidad Latinoamericana de Ciencia y Tecnología","Systems Engineering","",25604
53128,"Universidad Técnica Federico Santa María","Ingeniería Civil Electrónica, Control Automático e Instrumentación","",25605
53134,"Instituto Federal de São Carlos - IFSP","Tecnólogo em Análise de Sistema, Tecnologia em Tecnologia da Informação/Sistemas da Informação","2013 – 2017",25608
53135,"ETE Paulino Botelho","Técnico de Informática, Informatics","2007 – 2009",25608
53136,"ETEC Paulino Botelho","Computer Technician","2007 – 2009",25608
53137,"ETEC Paulino Botelho","Computer Techinician","2007 – 2009",25608
53138,"Universidade Paulista",NULL,"",25608
53139,"Universidade Católica de Santos","Computer Network Technologist, Information Technology","2010 – 2012",25609
53140,"Escola SENAI ""Antônio Souza Noschese""","Certificate in Computers, Communication Networks","2005 – 2006",25609
53141,"FIAP","Master of Business Administration - MBA, IoT, Mobile and Game Development","2017 – 2018",25610
53142,"Anhanguera Educacional","Information Technology, Systems Analysis and Development","1998 – 2000",25610
53143,"Universidade Federal do Amazonas","Master in Informatics, Database, Information Retrieval and Machine Learning","2014 – 2016",25611
53144,"Universidade do Estado do Amazonas","Technologist in Data Processing, Data Processing","2008 – 2013",25611
53145,"CESUVER","ingniero en sistemas computacionales , Tecnología informática/Tecnología de sistemas informáticos","",25612
53146,"computación e ingles de oriente","Tecnico, Desarrollador de Sistemas y Redes","2018 – 2020",25612
53147,"iberoamericana puebla","Licenciatura, Animación, tecnología interactiva, gráficos en vídeo y efectos especiales","2016 – 2018",25612
53148,"Universidad Distrital Francisco José de Caldas","Bachelor of Technology - BTech, Computer Software Engineering","January 2010 – June 2014",25613
53149,"Universidade do Sul de Santa Catarina","Bacharelado em Ciência da Computação, Ciência da Computação","2015 – 2020",25614
53150,"Rocketseat","goStack Bootcamp","2019 – 2019",25614
53151,"CEDUP Diomicio Freitas","Técnico em informática com habilitação em programação, Ciência da Computação","2010 – 2012",25614
53152,"Universidad Nacional de Colombia","Mechatronic Engineer, Mechatronics, Robotics, and Automation Engineering","2009 – 2015",25615
53153,"University of Oklahoma","Very Large Scale Integration - VLSI, Electrical, Electronic and Communications Engineering","2013 – 2014",25615
53154,"Central University of Las Villas (UCLV),","Software Engenieer, Computer science","2008 – 2013",25616
53155,"Data Bootcamp","Inteligência Artificial na Prática, Ciência da Computação","2018 – 2018",25617
53156,"Data Bootcamp","Data Science Para Todos, Ciência da Computação","2018 – 2018",25617
53157,"Universidade Veiga de Almeida","Ciência da Computação, Ciência da Computação","2012 – 2017",25617
53158,"Escola Técnica Graham Bell","Técnico em Telecomunicações, Telecomunicações","2009 – 2010",25617
53159,"Escola Técnica Estadual República","Técnico em Processamento de Dados, Informática","2006 – 2008",25617
53160,"Instituto Tecnológico de Minatitlán","Engineer's degree, Industrial Engineering","2011 – 2016",25619
53161,"Universidad Veracruzana","Film studios, Cinematography","2019 – 2020",25619
53162,"Universidad Latinoamericana, S.C.","Maestría, Desarrollo Organizacional y Talento Humano","2021 – 2022",25619
53163,"Universidad Latina de Costa Rica","Engineer's degree, Ingeniería electrónica, robótica y mecatrónica","",25620
53164,"Liceo Laboratorio Emma Gamboa",NULL,"",25620
53165,"Landmark","The Landmark Forum, Transformative learning","2021 – 2021",25621
53166,"Universidad Pontificia Bolivariana","Master’s Degree, Information Systems and Technology Management","2014 – 2015",25621
53167,"Universidad Pontificia Bolivariana","Engineer’s Degree, Business Intelligence (BI) Specialization","2013 – 2014",25621
53168,"Universidad Sergio Arboleda","Bachelor’s Degree, Marketing and International Business","2003 – 2008",25621
53169,"Universidad de Chile","Diploma de Postítulo Metodología de la Investigación Clínica, Medicine","2016 – 2016",25622
53170,"High Point University","Master of Business Administration (MBA)","2008 – 2011",25622
53171,"Wake Forest University School of Medicine","English/Spanish Interpreter","2007 – 2007",25622
53172,"University of North Carolina at Greensboro","Intensive English Language Course, English","2004 – 2005",25622
53173,"Universidad de Valparaíso","Bachelor's Degree, Environmental Science","1998 – 2003",25622
53174,"Universidad de Valparaíso","Engineer's Degree, Environmental Engineering","1998 – 2003",25622
53175,"Universidad del Atlántico","Licenciatura, Administración de Empresas","2012 – 2015",25623
53446,"Universidad Nacional de Rosario - UNR","Facultad de ciencias Economicas y Estadistica, Contador Publico","2010 – 2018",25715
54221,"Federal University of the State of Rio de Janeiro","Bachelor's degree, Information Technology","2019 – 2021",26071
53853,"Universidade Federal do Rio de Janeiro",NULL,"",25897
53854,"Infnet","Arquiteto de Software, .net e Java","2012 – 2014",25898
53855,"Unifeso","Bachelor's degree, Computer Science","2006 – 2010",25898
53856,"ANHANGUERA EDUCACIONAL","Technologist, System Analysis and Development","2007 – 2009",25899
54222,"Federal University of Rio de Janeiro","Bachelor, Computer Science","2015 – 2019",26071
54223,"University of São Paulo Polytechnic School","Especialization, Computer Engineering","2018 – 2018",26071
54224,"Universidad Peruana de Ciencias Aplicadas","Ingenieria de Sistemas","2015 – 2019",26072
54904,"UNINOVE","Bacharel em Design","2016 – 2020",26340
54522,"One Way Solution","Data Engineering with Databricks, Big Data & Cloud Computing","2019 – 2019",26189
54523,"Data Mining Consulting","Big Data & Business Analytics, Big Data, Analytics & Machine Learning","2017 – 2017",26189
54524,"TimeBox","Scrum Master Certification Course","2017 – 2017",26189
54525,"PM Certifica","PMBOK Project Course, (PMBOK® Guide) – Fifth Edition","2013 – 2013",26189
54526,"University of the Southern Caribbean","English Course","2009 – 2009",26189
54527,"Universidad Peruana Unión","Systems Engineer, Information Technology","2008 – 2008",26189
54528,"niversidad Peruana Unión","Bachelor of Systems Engineering, Information technology","2003 – 2007",26189
54905,"CNA Idiomas","Inglês, Linguística","2014 – 2015",26340
54906,"Laranja Lima Art","Extensão, Game 3D","2013 – 2013",26340
54907,"Saga - Escola de Arte, Game e Animação","Desenvolvimento de Jogos 3D","2011 – 2013",26340
54908,"Microlins Formação Profissional","Administração de Empresas","2009 – 2010",26340
54909,"Saga - Escola de Arte, Game e Animação","Computação Gráfica e Modelagem 3D","2005 – 2008",26340
54912,"Tera","UX Design Bootcamp, UX","2020 – 2020",26342
54913,"Product School","Online masterclass, Product design","2020 – 2020",26342
54914,"Product School","Product Masterclass: How to Build your Product Career, Product Design","2020 – 2020",26342
54915,"FIAM-FAAM","Bacharelado, Design de Produtos","2014 – 2017",26342
54916,"Saga School of art and Game animation Game Design","Programação de Jogos Digitais","2013 – 2015",26342
54917,"Colégio Clóvis Bevilacqua","Técnico em Publicidade e Propaganda, Publicidade","2010 – 2012",26342
54918,"Instituto Federal de Educação, Ciência e Tecnologia do Piauí","Tecnology, System Analysis and Development / Análise e Desenvolvimento de Sistemas","2008 – 2010",26343
54919,"California Institute of the Arts","Graphic Design","January 2021 – July 2021",26344
54920,"Centro Federal de Educação Tecnológica de Minas Gerais","Bachelor of Engineering, Computer Engineering","2014 – 2017",26344
54921,"Illinois Institute of Technology","Engineering","2013 – 2013",26344
54924,"Universidade do Vale do Itajaí","Bachelor's degree, Game Design","2015 – 2018",26346
54940,"University of Mumbai","Bachelor of Engineering - BE, Electronics","2005 – 2009",26352
54941,"SMT. CHM College, Ulahasnagar - 03","HSC, Science","2003 – 2005",26352
54942,"PMM Inner Wheel School",NULL,"2002 – 2003",26352
54943,"Salem English School",NULL,"1998 – 2002",26352
54946,"PUC Minas","Sistema de Informação, Tecnologia","2010 – 2014",26354
54947,"Funec","Ensino Médio","2008 – 2010",26354
54950,"Northwestern University","Bachelor’s Degree, Industrial Engineering","2014 – 2018",26356
54951,"Northwestern University","Minor, Economics","2014 – 2018",26356
54992,"Universidade Paulista","Analise e Desenvolvimento de Sistemas, Tecnologia da Informação","2019 – 2021",26372
54993,"Rumos, Braga (Portugal)","Banco de Dados Oracle","2016 – 2016",26372
54994,"Universidade Anhanguera","Logística (Enfase COMEX)","2011 – 2013",26372
54995,"Escola Técnica Estadual Bento Quirino","Tecnico em Logística, Business Administration, Management and Operations","2008 – 2009",26372
54996,"Universidade 7 de Setembro - UNI7","Specialization, Data Science","2017 – 2019",26373
54997,"Universidade Estácio de Sá","Bachelor of Technology, System Analysis and Development","2014 – 2017",26373
54998,"Instituto Federal de Educação, Ciência e Tecnologia do Ceará","Bachelor of Science, Computer Science","2010 – 2014",26373
54999,"Instituto Federal de Educação, Ciência e Tecnologia do Ceará","Técnico em Informática, Software Development","2008 – 2010",26373
55000,"Serviço Nacional de Aprendizagem Industrial - CET AFR","Associate, Business Administration","2007 – 2008",26373
55001,"Estácio","Pós-graduação Lato Sensu - Especialização, Software Engineering","2017 – 2018",26374
55002,"Estácio","Graduate, Information Technology Management","2013 – 2016",26374
55003,"Udacity","Data Streaming","November 2020 – December 2020",26374
55004,"Udacity","Data Science Fundamentals","2018 – 2018",26374
55005,"Udacity","Fundamentos de Data Science II","2018 – 2018",26374
55758,"Universidade Federal de Santa Catarina","Graduaçào, Ciência da Computação","1994 – 2000",26700
55286,"Instituto Tecnológico y de Estudios Superiores de Monterrey","Master of Science (M.S.), Computer Science","2013 – 2015",26494
55287,"The University of Queensland","Master of Science (M.S.), Computer Science","2014",26494
55288,"Universidad de San Martin de Porres","Bachelor's degree, Computer Systems Engineering","2005 – 2009",26494
55290,"Instituto Tecnológico de Buenos Aires","Engineer, Industrial Engineering","2001 – 2006",26496
55291,"Digital House","Digital Business","2018 – 2018",26496
55292,"NREL (National Renewable Energy Laboratory)","Renewable Energies","2007 – 2007",26496
55293,"St Brendans College","Billingual Bachellor","1989 – 2000",26496
55294,"Google Analytics Acadamey","Google Analytics para Principiantes, Digital Marketing","2018 – 2018",26496
55300,"Universidad Caece Mar del Plata","Ingeniería en Informatica","2004 – 2007",26498
55301,"Universidad Tecnológica Nacional","Tecnicatura Superior En Programacion","2008 – 2010",26498
55302,"Escuela de Educacion Tecnica N3 - Mar del Plata","Secundario Orientacion Informatica","2000 – 2002",26498
55326,"Universidad Mayor de San Simón","Computer Software Engineering","2007 – 2014",26509
55329,"Universidad Franz Tamayo","Ing. Sistemas","2005 – 2009",26511
55330,"Universidad Católica de Córdoba","System's Engineer,","2004 – 2008",26512
55759,"Universidade Federal de Santa Catarina","Bacharelado em Ciências da Computação, Ciência da Computação","",26700
55760,"The University of Chicago","Bachelor, Economics & Entrepreneurship","2011 – 2011",26701
55761,"Coding Dojo","Full Stack Developer, LAMP/PHP, iOS/Swift, MEAN","2016 – 2016",26701
55762,"Fundação Getulio Vargas","Bachelor of Science, Economics","2008 – 2012",26701
55763,"Sciences Po","Political Economics","2011 – 2011",26701
55771,"Universidad Tecnológica Nacional","Ingenieria en Sistemas de la Informacion, Systems Engineering","2014 – 2021",26704
55772,"Universidad Tecnologica Nacional","Tecnico Universitario en Electronica, Electronics","2005 – 2015",26704
55929,"Universidade Católica de Salvador","MBA em Tecnologias e Aplicações de Business Inteligence","2018 – 2019",26769
55930,"Universidade Federal da Bahia","Mestrado em Mecatrônica, Mecatrônica, Robótica e Engenharia de Controle e Automação","2013 – 2015",26769
55931,"Faculdade Ruy Barbosa","Especialização em Engenharia de Software, Engenharia de Software","2012 – 2013",26769
55932,"Faculdade de Ciências e Tecnologia - Area 1","Bacharel em Engenharia da Computação, Engenharias","2006 – 2010",26769
55933,"Startup School Online","Startup Graduate, Business, Management, Marketing, and Related Support Services","2018 – 2018",26770
55934,"Universidad Fermín Toro","Bachelor's degree, Computer Science","2002 – 2007",26770
55935,"Centro Universitário do Triângulo","Bachelor's degree, Computer Science","2007 – 2011",26771
56396,"Universidade de São Paulo","Pós-graduação Lato Sensu - MBA, Ciência de Dados","2021 – 2022",26944
56397,"Universidade Federal de São Carlos / UFSCar","Engenheiro de computação, Computação","2007 – 2012",26944
56398,"ETE Jorge Street","Técnico, Informática","2003 – 2005",26944
56631,"Universidad de Ciencias Empresariales y Sociales","Licenciatura, Marketing","2013 – 2018",27027
56632,"Instituto de Capacitacion y Desarrollo","Bachillerato, Comunicación","2007 – 2012",27027
56633,"Hogeschool Utrecht","Bachelor’s Degree, International Marketing Management","2011 – 2018",27028
56634,"Assumption University of Thailand","Exchange Semester Abroad, Business Administration and Management, General","2014 – 2015",27028
56635,"Amsterdam University of Applied Sciences","Minnor, Cross Cultural Business Skills","2013 – 2014",27028
56636,"E.P.I. Hospitality & Tourism Unit","Associate’s Degree, Hospitality & Tourism Management","2006 – 2011",27028
58225,"University of Michigan - Stephen M. Ross School of Business","Executive Education, Strategic Human Resources","",27691
56822,"Universidade Estadual Paulista Júlio de Mesquita Filho","Bachelor’s Degree, Computer Science","2012 – 2016",27106
56823,"Valdosta State University","Exchange Student, Computer Science","2015 – 2016",27106
56865,"Universidad de Ciencias Empresariales y Sociales","Licenciatura en Marketing","",27126
56866,"ICC Instituto de Ciencias Comerciales","Tecnicatura Superior en Marketing","2015 – 2017",27126
56867,"Instituto Oxford","Trinity College London, English","",27126
56868,"UAI - Universidad Abierta Interamericana","Diplomatura en Marketing Digital","",27126
58226,"Ibmec","Master of Business Administration - MBA, Business","",27691
58227,"Universidade Federal Fluminense","Bachelor of Engineering (BEng), Industrial Engineering","",27691
58228,"freeCodeCamp","Software Developer, Computer Science","2018 – 2020",27692
58229,"Harvard University","CS50 + CS50W, C/Python, Data Structures, Object oriented programming","2018 – 2020",27692
58230,"Estácio","Bachelor's degree, Computer Science","2019 – 2022",27692
58240,"Universidad de Guadalajara","Licenciatura en Sistemas de Información","2003 – 2006",27698
58246,"Universidad Mariano Gálvez","Master of Business Administration - MBA, Project Management","2019 – 2020",27700
58247,"Universidad Mariano Gálvez","Bachelor's degree, Computer Engineering","2018",27700
58248,"Benemérita Universidad Autónoma de Puebla","Bachelor's degree, Computer Science","2005 – 2010",27701
58249,"Universidad Tecnológica de Puebla","Associate's degree, Information Technology","2003 – 2005",27701
58250,"Universidad Tecnólogica de La Habana ""Jose Antonio Echeverría"", CUJAE","Bachelor's degree, Informatics","2003 – 2008",27702
58251,"IPVCE V.I.Lenin",NULL,"",27702
58252,"Universidade Anhembi Morumbi","Análise e Desenvolvimento de Sistemas, Análise e Desenvolvimento de Sistemas","2014 – 2017",27703
58253,"Universidade de São Paulo","Jornalismo, Jornalismo","1998 – 2005",27703
58422,"Universidad de Palermo","Computer Science Degree","2009 – 2010",27764
58423,"ORT","Computer Systems Analyst","2006 – 2008",27764
58433,"Universidade do Vale do Taquari - Univates","Bachelor Computer Engineering, Information Technology, Engineering","2008 – 2015",27769
58434,"IGTI","MBA Software Architecture, Information Technology","2018 – 2019",27769
58435,"Universidade Federal do Paraná","Especialização, Inteligência Artificial Aplicada","2020 – 2021",27770
58436,"Instituto de Gestão e Tecnologia da Informação","Master of Business Administration - MBA, Big Data","2018 – 2019",27770
58437,"Universidade Positivo","Técnologo, Análise e Desenvolvimento de Sistemas","2015 – 2018",27770
59040,"Universidade Federal do Paraná","Analise e Desenvolvimento de Sistemas, Tecnologia da Informação","2014 – 2017",28008
58709,"Universidad de Antioquía",NULL,"",27863
58716,"Federal University of Rio Grande do Sul","Specialist, Information Technology","2016 – 2018",27867
58717,"IFSUL - Instituto Federal Sul-rio-grandense","Tecnologia em Sistemas para Internet","2012 – 2015",27867
58718,"Universidade Federal do Ceará","Bacharelado, Sistemas de informação.","2012 – 2017",27868
58719,"EEEP Maria Cavalcante Costa","Técnico em Informática, Tecnologia da Informação","2009 – 2011",27868
58720,"Centro Universitário de Ourinhos","Bacharel, Sistemas de Informação","2013 – 2016",27869
59041,"Universidade Luterana do Brasil","Bachelor's degree, Applied Mathematics","2001 – 2008",28009
59044,"Universidade Ibirapuera","Bacharel, Computer Science","2004 – 2008",28011
59045,"Senai","Capacitação, Mecatrônica, Robótica e Engenharia de Controle e Automação","1999 – 2000",28011
59046,"Senai","Capacitação, Tecnologia em Desenho Técnico e AutoCAD","1998 – 1999",28011
59161,"UNIVERSIDAD NACIONAL DEL CHACO AUSTRAL","INGENIERO EN SISTEMAS DE INFORMACIÓN, Tecnología de la información","2010 – 2017",28057
59162,"National University of the Southern Chaco","INFORMATION SYSTEMS ENGINEER, Tecnología de la información","2010 – 2015",28057
59226,"Universidad Peruana de Ciencias Aplicadas","B.S.E., Information Systems Engineering","2010 – 2014",28081
59267,"Universidad Tecnológica de México","Licenciatura, Administración y gestión de empresas","2001 – 2004",28100
60477,"Universidad del trabajo Uruguay","Bachillerato, Ingeniería informática","2015 – 2017",4817
59308,"Universidad ORT Uruguay","Analista en Marketing, Marketing","2017 – 2019",28114
59309,"Universidad de la Empresa","Licenciatura en Administracion de Empresas","",28114
59310,"Instituto Juan XXIII","High School","",28114
59316,"Universidad del Atlántico",NULL,"",28117
59317,"Universidad del Tolima",NULL,"",28117
59318,"Universidad del Norte","Bachelor of Business Administration (B.B.A.), Finance and Financial Management Services","mayo de 2007 – mayo de 2012",28118
59327,"Instituto Tecnológico y de Estudios Superiores de Monterrey","Political Science","1999 – 2001",28122
59328,"Cornell University","Certificate in Hospitality Marketing, eCornell","2017 – 2018",28122
59329,"The Interaction Design Foundation",NULL,"2018 – 2019",28122
59581,"Universidade Metodista de Piracicaba","Barachel em Ciências da Computação, Computer Science.","2005 – 2007",28224
59582,"Saga School of Art & Animation","vocational course, 3D Art and Animation","2015 – 2017",28224
59583,"Anhanguera Educacional","Barachel Em Ciências da Computação, Computer Science.","2007 – 2011",28224
59640,"Berkeley College-New York","Bachelor's Degree B.B.A, International Business Management","2015",28252
59641,"The Columbus School","High School","2011",28252
59642,"Institut de Touraine","Diploma in French Language Studies, French Studies","2010 – 2010",28252
59645,"MELIES | Escola de Cinema 3D e Animação","3D Modeling / Texturing","2013 – 2014",28254
59646,"UniSalesiano - Centro Universitário Católico Salesiano Auxilium","Game Development, Design de Games e Mídia Digital","2010 – 2013",28254
60478,"Liceo 1 de San Carlos",NULL,"2012 – 2014",4817
60779,"Universidad de Buenos Aires","Licenciado en Administración","2001 – 2006",28720
61270,"UNLP-Universidad Nacional de La Plata","Especialización en inteligencia de datos orientada al Big Data, Information Technology","2021",14278
61044,"Universidade Federal de Pernambuco","Bachelor of Science, Computer Science, 79.2","2005 – 2009",28837
61045,"Universidad Tecnológica de México","Ingenieria en Sistemas, Ingeniería de sistemas","2015",28838
61046,"Colegio Tecnologico de México","Técnico en Informática, Tecnología de la información","2009 – 2012",28838
61047,"Universidad Tecnológica de Tijuana","Bachelor of Engineering - BE, Information and Communications Technologies, specialized in Project Management","2012 – 2014",28839
61048,"IUT de Lens","Licence Professionel, Systèmes Informatiques et Logiciels Spécialité Sécurité Informatique","2011 – 2012",28839
61049,"Universidad Tecnológica de Tijuana","Associate's degree, Information and Communications Technologies specialized in Networking and Telecommunications","2009 – 2011",28839
61050,"San Diego Continuing Education","GED","2000",28839
61467,"EDteam","Lifetime Learning, Development and Engineering","2020 – 2027",5883
61468,"Angular University","Angular Expert, Angular Framework","January 2021 – December 2022",5883
62030,"Universidad Nacional de General Sarmiento","licenciado, Administración y gestión de empresas","2016 – 2021",29193
61825,"USCS - Universidade Municipal de São Caetano do Sul","Bacharelado, Ciência da Computação","2012 – 2015",29126
62091,"Pimpri Chinchwad Education Trust'S. Pimpri Chinchwad College Of Engineering","Master's degree, Engineering Design","",6998
62097,"Universidad Autónoma de Baja California","Grado en Ingeniería, Ingeniería en Electrónica","2017 – 2021",29228
62115,"Universidad del Bío Bío","Licenciatura Ciencia de la Ingenieria, Ingenieria civil industrial","2012 – 2017",29232
62116,"Universidad Tecnológica Federal de Paraná","Licenciatura, Ingeniería de producción","2011 – 2016",29233
62117,"Universidad de San Pablo","Postgrado Lato Sensu - MBA, Data Science & Analytics","2021 – 2022",29233
62118,"Colegio São Braz","Administración y Finanzas","2016 – 2016",29233
62125,"Duoc UC","Ingeniero en Administración (Titulado) Inst. Duoc UC","2014 – 2018",29236
62126,"Duoc UC","Tecnico en Administracion Financiera","2012 – 2014",29236
62127,"Instituto Tronwell","Inglés avanzado, Inglés","2019 – 2021",29236
62128,"FGV - Fundação Getulio Vargas","Pós-Graduação, Administração","2020 – 2021",29237
62129,"Centro Universitário Salesiano de São Paulo","Bacharelado, Administração","2015 – 2018",29237
62130,"Instituto María de Luján Sierra (Buenos Aires, Argentina)","Ensino Médio, Gestão das Organizações","2011",29237
62131,"Universidad Católica Andrés Bello","Abogado, Derecho","1996 – 2002",29238
62132,"Universidad Metropolitana (VE)","Especialista en Negocios Internacionales, Negocios internacionales","2014 – 2016",29238
62133,"Pontificia Universidad Católica de Valparaíso","Diplomado Calidad de Vida en las Organizaciones, Bienestar","2020 – 2020",29238
62134,"Universidad Antonio de Nebrija","Coach Nutricional , Coaching","2021 – 2021",29238
62135,"Universidad Francisco de Vitoria","Master, Dirección Comercial y Marketing","2019 – 2020",29239
62136,"Universidad Austral, Argentina","Bachelor of Business Administration - BBA","2012 – 2016",29239
62137,"Colegio Los Molinos","Bachelor's degree","2011",29239
62138,"Humboldt-Universität zu Berlin","Master of Science - MS, Programa de intercambio con orientación a Economía Digital","2018 – 2019",29240
62139,"Universidad Torcuato Di Tella","Maestría en Economía Urbana, Ordenación del territorio, urbanismo y medio ambiente","2017 – 2018",29240
62140,"Pontificia Universidad Católica Argentina","Licenciatura, Economía","2005 – 2008",29240
63006,"Technological University of Havana ""Jose Antonio Echeverría""​, CUJAE","Engineering, Informatics Engineering","September 2014 – June 2019",29666
63509,"University of Liverpool","Master of Science - MS, Cybersecurity","2018 – 2021",29941
63510,"Tecnológico de Monterrey","Bachelor of Science (BS), Electronic and Computer Engineering","2007 – 2012",29941
63512,"Instituto Politécnico Nacional","Ingeniería, Ingeniería de sistemas","August 2010 – May 2015",29943
63513,"UNIPEIN","Computer Sciencie, Computer Science","1991 – 1995",29944
63514,"tecnologico de delicias","Grado en Ingeniería, ingenieria en systemas conputacionales","",29945
63515,"Fundação Getúlio Vargas","MBA, People Management","2011 – 2013",29946
63516,"UNIARA","Bacharelado, Psychology","2005 – 2009",29946
65058,"Centro Universitário Senac","Sistemas da Informação","2010 – 2015",5280
64602,"Universidade Federal de Uberlândia - UFU","Master's degree, Computational Intelligence and Optimization","2018 – 2019",30445
64603,"KTH Royal Institute of Technology","Master's degree, Data Mining and Machine Learning","2015 – 2016",30445
64604,"Universidade Federal de Goiás","Bachelor's degree, Computer Science","2012 – 2016",30445
