"education_id","title","description","date_range","candidate_id"
20231,"Servicio Nacional de Aprendizaje (SENA)","LINUX (System Commands and Utility)","",11321
20232,"Servicio Nacional de Aprendizaje (SENA)","Corel Draw – Organization of text and objects","",11321
20233,"Servicio Nacional de Aprendizaje (SENA)","JAVA (Applications with GUI – Java swing)","",11321
20234,"Servicio Nacional de Aprendizaje (SENA)","JAVA (Using simultaneous processes, multithreads)","",11321
20235,"Servicio Nacional de Aprendizaje (SENA)","Computer Architecture","",11321
20236,"Servicio Nacional de Aprendizaje (SENA)","Computer Assembly Foundations","",11321
20237,"Servicio Nacional de Aprendizaje (SENA)","Web Development with HTML5, JavaScript, CS3","",11321
20594,"Universidad Nacional Pedro Ruíz Gallo","Bachelor's degree, Computer Engineering","2009 – 2014",11471
20238,"Servicio Nacional de Aprendizaje (SENA)","JAVA (Handling text files and exceptions)","",11321
20239,"Servicio Nacional de Aprendizaje (SENA)","JAVA (Using Menus and concurrent threads)","",11321
20240,"Servicio Nacional de Aprendizaje (SENA)","Use Case Design","",11321
20241,"Servicio Nacional de Aprendizaje (SENA)","ADOBE Photoshop CS5 (Basic)","",11321
20242,"Servicio Nacional de Aprendizaje (SENA)","MS Access Database Management","",11321
20243,"Servicio Nacional de Aprendizaje (SENA)","JAVA (Variables and Control Structures)","",11321
20244,"Servicio Nacional de Aprendizaje (SENA)","Flash (Animation in 2D)","",11321
20245,"Servicio Nacional de Aprendizaje (SENA)","Web Design using Adobe Dreamweaver","",11321
20723,"Instituto Infnet","System Analysis, Desenvolvimento de Sistemas","2010 – 2014",11523
20724,"ISERJ - Instituto Superior de Educação do Rio de Janeiro","Computer Technician","2006 – 2010",11523
20849,"Instituto Politécnico Nacional","Ingeniero en Comunicaciones y Electrónica, Computación","2005 – 2010",11577
21127,"Pontifícia Universidade Católica de Minas Gerais","Graduate Studies in Distributed Software Architecture, Software Architecture","2018 – 2021",11709
21128,"UNINASSAU","Bachelor of Software Engineering, Software Engineering","2013 – 2017",11709
21129,"Faculdade dos Guararapes","Majoring in Computer Science, Ciências da Computação e Informática","2010 – 2014",11709
21283,"Kirovgrads'kij Universitet im. Volodimira Vinnicenka","Mathematics, physics","1996 – 2001",11792
21284,"School 24, Khirovograd, Ukraine",NULL,"",11792
21649,"CAEDI","Técnico Analista de Sistemas","2006 – 2010",11954
21650,"Universidad de Palermo","Lic. en Tecnología de la Información","2011 – 2014",11954
21654,"IRSO Instituto Raúl Scalabrini Ortiz","Analista de sistemas","2016 – 2021",11958
21655,"Centro de e-Learning UTN FRBA","PL SQL","2017 – 2017",11958
21656,"Centro de e-Learning UTN FRBA","Programación en Python3","2016 – 2016",11958
21661,"Universidade Federal do Rio Grande do Norte","Bachelor's Degree, Computer Science","2013 – 2018",11960
21662,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte","Técnico em Informática, Information Technology","2009 – 2012",11960
21665,"ESAN Business School","Magister in Marketing, Marketing","2015 – 2017",11962
21666,"ESIC: Business & Marketing School","Master in Marketing Science, Marketing","2016 – 2016",11962
21667,"Universidad de Lima","Degree, Systems Engineering","2006 – 2010",11962
21668,"Universidad del Pacífico (PE)","Diplomado, Finanzas Aplicadas para no Especialistas","2014 – 2014",11962
21669,"Universidad ESAN","Diplomado Internacional, Gestión Comercial","2013 – 2013",11962
21670,"Universidad Corporativa Intercorp (UCIC)","Diplomado en Inteligencia Comercial","2011 – 2012",11962
21703,"Y Combinator",NULL,"2017 – 2017",11978
21704,"Cornell University","Bachelor of Science (BS), Operations Research & Information Engineering","",11978
22271,"Universidad Simón Bolívar","Ingeniero en Computación, Ingeniería informática","2006 – 2013",12230
21880,"Colegio La Salle - Florida","Técnico electromecánico","1988 – 1993",12054
21881,"Universidad de Buenos Aires","Licenciatura en Sistemas de Informacion de las Organizaciones","1998",12054
21991,"Universidad de Costa Rica","Bachelor's degree, Computer and Information Sciences, General","2004 – 2007",12106
22001,"The University of Edinburgh","None, Informatics","2007 – 2008",12111
22002,"École des Mines de Saint-Étienne","Engineer's degree, Informatics","2005 – 2008",12111
22003,"Aux Lazaristes","Mathematics, Physics, Chemistry","2002 – 2005",12111
22005,"Universidad Tecnológica Nacional","Engineer's degree, Ingeniería de software","2014 – 2020",12113
22006,"EducacionIT","Carrera Microsoft SQL Server, Ingeniería de software","2018 – 2018",12113
22007,"freeCodeCamp","Full Stack Web Development Certification, Ingeniería de software","2017 – 2018",12113
22008,"EducacionIT","Java SE 6 Programmer Certified Professional, Ingeniería de software","2017 – 2017",12113
22009,"Universidad de Buenos Aires","Bachelor's degree, Ciencias sociales","2006 – 2011",12113
22091,"Universidade Federal do Rio Grande do Sul","Bachelor of Engineering (B.E.), Computer Engineering","2012 – 2018",12143
22092,"Polytech'Montpellier","Master of Engineering - MEng, Microelectronics and Automation","2014 – 2018",12143
22095,"FIAP","Master of Business Administration - MBA, DevOps Engineering - Integration Architecture","2019 – 2020",12145
22096,"Universidade Federal do Pará","Postgraduate Degree, Computer Systems Networking and Telecommunications","February 2007 – November 2008",12145
22097,"Universidade da Amazônia","Bachelor's degree, Computer Science","February 2001 – November 2005",12145
22098,"Universidad del Zulia","Licentiate degree, Computer Science","2006 – 2013",12146
22099,"International Business Management Institute (IBMI)","Essential Management Skills, Business","2019 – 2019",12147
22100,"Colegio Futuro","2001, Técnico de Processamento de Dados","2001 – 2003",12147
22101,"Universidade Anhembi Morumbi","Sistema de Informação","2004 – 2007",12147
22102,"Centro Universitário FMU | FIAM-FAAM","Segurança de Informação","2021 – 2023",12147
22103,"Harvard University","Curso Superior de Tecnologia (CST), Ciência da Computação","2020",12147
22104,"Universidad Nacional de Cuyo","Licenciatura en literatura con orientación lingüística, semiotica, logica, literatura, metodología de la investigación, cultura grecoromana","2006 – 2011",12148
22105,"Instituto Tecnológico Universitario, ITU - UNC","Redes linux","2009 – 2009",12148
22274,"Universidad Nacional de San Martín","Licenciatura, Administración de Empresas","2008 – 2013",12232
22275,"Universidad de Buenos Aires / UBA","Diseñadora gráfica, Diseño editorial","2006 – 2014",12233
22276,"Universidad de Buenos Aires","Diseñadora Gráfica","",12233
22318,"Autodidact","Computer Science","",12254
22320,"Universidad Da Vinci","Maestro , Sistemas Computacionales","2016 – 2018",12256
22321,"Universidad La Salle Noroeste, A.C.","Ingeniero , Producción Multimedia","2010 – 2015",12256
22327,"Universidad Carlos III de Madrid","Engineer's Degree, Computer sciences","2001 – 2015",12260
22345,"Universidad Latina de Panamá","Licenciatura, Ingeniería de sistemas","2007 – 2012",12271
22370,"Pontificia Universidad Católica de Chile","MSc on Engineering, Computer Science","2007 – 2008",12282
22371,"Pontificia Universidad Católica de Chile","Industrial Engineering and Computer Science, Industrial Engineering and Computer Science","2002 – 2008",12282
22382,"Universidad Nacional de Colombia","Administradora de Sistemas Informaticos, Ingeniería de software","2008 – 2013",12288
22383,"Universidad de Caldas","Licenciatura","2010 – 2011",12288
23192,"Cubika","eXtreme Programming (XP)","2006 – 2006",12653
22430,"Estudio Lucille Barnes","Intérprete Simultánea Portugués - Español","2013 – 2013",12311
22431,"IASE","Asistente para PYMES","2001 – 2002",12311
22432,"IASE","Secretaria/Asistente Ejecutiva Bilingüe","1999 – 2001",12311
22433,"Quilmes High School","Bachiller Nacional Bilingüe Modalizado en Ciencias y Letras, Secudario","1990 – 1994",12311
22439,"Universidad Técnica Privada Cosmos",NULL,"",12314
22440,"Tecnológico de Costa Rica","Master of Science - MS, Computer Science","2019 – 2023",12315
22441,"Tecnológico de Costa Rica","Computer Software Engineering","2012 – 2016",12315
22442,"Humboldt Schule","High School","2005 – 2011",12315
22451,"Universidad Autónoma del Estado de Hidalgo","Licenciatura, Sistemas Computacionales","2011 – 2015",12320
22452,"Universidad 'Siglo 21'​","Ingeniería, Ingeniería de software","2014 – 2018",12321
23032,"Universidad de Artes Digitales","Videogame developer engineer , Videogame programming","2012 – 2015",12584
22122,"IGTI","MBA Data Science, Big Data","2016 – 2018",12155
22123,"Instituto Federal de Educação, Ciência e Tecnologia da Paraíba","Bachelor of Technology, Telematics, Information Technology, Telecomunications","2009 – 2013",12155
23191,"Cubika","Scrum Master, Scrum","2006 – 2006",12653
22661,"Instituto Tecnológico de Matamoros","Computer Systems Engineer, Computer Programming","2005 – 2009",12411
22662,"CBTIS 189","Computer Sciences Technician, Computer Programming","2002 – 2005",12411
22697,"New York University","Master's degree, Applied Urban Science and Informatics","2014 – 2015",12426
22698,"University of Tennessee-Knoxville","Bachelor of Science (BS), Chemical Engineering","2005 – 2010",12426
22796,"Metropolitan State University","Bachelor of Science (B.S.), Computer Information Technology","2011 – 2014",12474
22797,"Saint Paul College-A Community and Technical College","Associate of Arts (A.A.), General Studies","",12474
22802,"Pontifícia Universidade Católica de Minas Gerais","Sistema de informação, Informatica","2004 – 2008",12477
23034,"Centro de Enseñanza Técnica Industrial","Technologist, Informatics and Computing","2008 – 2012",12584
23190,"IAAP (PMI / RES)","PMP, Project Management","2007 – 2007",12653
23184,"Universidad de Palermo","Diploma, Big Data & Analytics","2019 – 2019",12653
23185,"Digital House Argentina","Certification, AWS Cloud Architect","2019 – 2019",12653
23186,"Universidad Centro de Altos Estudios en Ciencias Exactas","Computer Engineering","2005 – 2010",12653
23187,"Centro Argentino de Ingenieros","UML 2, UML 2","2012",12653
23188,"Centro Argentino de Ingenieros","Design Patterns, Design Patterns","2012",12653
23189,"Centro Argentino de Ingenieros","Testing with Java and Javascript, Testing with Java and Javascript","2011",12653
23193,"Universidad Tecnológica Nacional","J2EE Application Developer, Developing Applications for the J2EE Platform. Sun FJ-310.","2005 – 2005",12653
23194,"IBM","CMMI","2004 – 2004",12653
23195,"G & L Group","J2EE Developer, J2EE Programming","2003 – 2003",12653
23718,"Universidad Argentina de la Empresa","Diseñador Gráfico, Diseño gráfico","2011 – 2016",12894
22909,"Universidad Técnica Nacional","Bachelor Degree, Software Engineering","2010 – 2012",12529
23345,"Universidad de San Carlos de Guatemala","Engineer's Degree, Computer Software Engineering","2007 – 2015",12716
23346,"Universidad de San Carlos de Guatemala","Bachelor's degree, Computer Engineering","",12716
23473,"Universidad de Buenos Aires","Actuario, Economicas","2006 – 2013",12778
23474,"Nueva escuela de Diseño y comunicacion","Tecnico en Artes Visuales/Bellas Artes, Artes plásticas, general","2015 – 2017",12778
23475,"Universidad Nacional de las Artes","Licenciatura, Curaduria en Artes","2019 – 2023",12778
23477,"Universidad Escuela de Administración y Finanzas y Tecnologías","Computer Systems Engineer, Computer Engineering","2008 – 2014",12780
23490,"Universidad ORT Uruguay","Software Engineer","2009 – 2015",12787
23491,"Christian Brothers College - Uruguay","Engineering Bachelor","1994 – 2006",12787
23492,"University of Cambridge",NULL,"2004 – 2004",12787
23508,"Universidad Tecnológica Nacional","Especialista en Big Data con Apache Hadoop, Big Data","2018 – 2018",12800
23509,"UniMooc","Big Data para Aplicaciones de Negocios","2018 – 2018",12800
23510,"Club UNESCO","Emprendimiento en Industrias Culturales y Creativas","2015 – 2015",12800
23511,"IAB Spain","Curso Marketing Digital","2015 – 2015",12800
23512,"Instituto de Economía Internacional","Lean Startup: Desarrollo de modelo de negocio","2015 – 2015",12800
23513,"MongoDB University","M102: MongoDB for DBAs","2015 – 2015",12800
23514,"MongoDB University","M202: MongoDB Advanced Deployment and Operations","2015 – 2015",12800
23515,"Symantec","Veritas Storage Foundation for Unix","2010 – 2010",12800
23516,"Instituto Universitario Aeronáutico","Degree, System Analyst","2001 – 2005",12800
23517,"Instituto Universitario Aeronáutico","Engineer, System","2001 – 2005",12800
23518,"HP Enterprise Serivce","HP-UX System and Network Administration for Experienced UNIX System Administrators","2011",12800
23519,"Club UNESCO","Emprendimiento en Industrias Culturales y Creativas","",12800
23520,"Instituto de Economia Internacional","Lean Startup: Desarrollo de modelos de negocio","",12800
